Heart_Rate,Acceleration,SpO2,Temperature,Predicted_Sleep_Stage
109,0.37,97,36.7,Awake
86,0.61,94,36.5,Awake
112,1.16,95,36.8,Sleep Disturbance
75,0.29,98,36.5,REM
65,0.0,98,35.9,Deep Sleep
70,0.2,96,36.0,Light Sleep
80,0.07,99,36.0,Light Sleep
81,0.16,96,36.4,REM
73,0.07,96,36.3,Light Sleep
92,0.18,95,36.1,REM
89,0.62,96,36.7,Awake
64,0.01,100,36.2,Deep Sleep
78,0.02,96,36.0,Deep Sleep
81,0.29,95,36.1,REM
94,0.68,97,36.4,Awake
90,0.86,93,36.7,Sleep Disturbance
83,0.11,96,36.4,REM
79,0.29,96,36.3,REM
80,0.06,95,36.1,Light Sleep
95,0.11,97,36.2,REM
112,0.72,94,36.8,Sleep Disturbance
117,1.48,95,36.8,Sleep Disturbance
81,0.16,98,36.1,Light Sleep
70,0.2,99,36.3,Light Sleep
89,0.67,97,36.7,Awake
103,0.64,95,36.7,Awake
88,0.52,97,36.5,Awake
82,0.13,98,36.3,Light Sleep
90,0.17,98,36.0,Light Sleep
109,0.49,98,36.5,Awake
112,0.6,94,36.5,Sleep Disturbance
88,0.13,96,36.4,REM
78,0.04,96,36.2,Deep Sleep
77,0.12,96,36.3,Light Sleep
89,0.3,95,36.8,Awake
62,0.04,96,36.1,Deep Sleep
88,0.07,96,36.3,Light Sleep
103,0.96,94,36.8,Awake
71,0.02,96,36.2,Deep Sleep
86,0.21,97,36.2,REM
112,0.85,94,36.7,Sleep Disturbance
74,0.07,98,36.3,Light Sleep
104,0.32,96,36.5,Awake
78,0.12,98,36.4,REM
78,0.11,95,36.1,REM
92,0.9,95,36.8,Sleep Disturbance
83,0.22,95,36.4,REM
87,0.52,98,36.5,Awake
94,0.24,98,36.2,REM
70,0.01,96,36.2,Deep Sleep
82,0.13,97,36.3,Light Sleep
94,1.3,94,36.7,Sleep Disturbance
90,0.93,95,36.7,Awake
108,0.88,95,36.6,Sleep Disturbance
79,0.11,96,36.2,REM
83,0.17,99,36.4,Light Sleep
72,0.08,98,36.0,Light Sleep
104,1.33,94,36.8,Sleep Disturbance
79,0.04,100,36.1,Deep Sleep
99,1.11,92,36.5,Sleep Disturbance
77,0.08,97,36.2,Light Sleep
64,0.01,96,35.8,Deep Sleep
86,0.29,95,36.2,REM
107,0.96,95,36.4,Awake
92,0.18,98,36.2,REM
97,1.24,90,36.6,Sleep Disturbance
72,0.09,96,36.1,Light Sleep
90,0.15,99,36.3,REM
67,0.02,97,36.0,Deep Sleep
70,0.14,98,36.2,Light Sleep
80,0.28,98,36.1,REM
77,0.03,100,36.2,Deep Sleep
98,0.65,94,36.8,Sleep Disturbance
70,0.16,99,36.2,Light Sleep
81,0.12,98,36.4,REM
99,1.38,92,36.8,Sleep Disturbance
105,0.78,94,36.7,Awake
81,0.3,96,36.4,REM
76,0.09,96,36.3,Light Sleep
80,0.15,96,36.4,REM
71,0.01,99,36.2,Deep Sleep
66,0.05,100,35.8,Deep Sleep
90,0.21,98,36.2,REM
94,0.33,96,36.5,Awake
89,0.11,99,36.1,Light Sleep
100,0.97,97,36.5,Awake
110,1.4,91,37.0,Sleep Disturbance
104,1.11,93,36.9,Sleep Disturbance
92,1.43,90,36.6,Sleep Disturbance
113,0.59,90,36.8,Sleep Disturbance
90,0.72,94,36.6,Awake
72,0.05,98,36.1,Deep Sleep
62,0.01,100,35.8,Deep Sleep
113,1.49,93,36.7,Sleep Disturbance
91,0.44,96,36.6,Awake
87,0.24,95,36.2,REM
108,0.71,97,36.6,Awake
78,0.08,95,36.1,Light Sleep
109,1.03,91,37.0,Sleep Disturbance
108,0.89,97,36.6,Awake
77,0.19,96,36.3,Light Sleep
89,0.1,98,36.1,REM
86,0.68,97,36.7,Awake
95,0.27,96,36.2,REM
82,0.16,96,36.4,REM
71,0.0,99,36.0,Deep Sleep
108,1.33,93,37.0,Sleep Disturbance
84,0.12,98,36.2,Light Sleep
85,0.19,96,36.0,Light Sleep
80,0.03,100,36.2,Deep Sleep
80,0.1,95,36.1,Light Sleep
81,0.07,97,36.0,Light Sleep
92,0.62,90,36.6,Sleep Disturbance
77,0.04,96,36.1,Deep Sleep
88,0.13,98,36.3,Light Sleep
80,0.15,96,36.2,Light Sleep
89,0.48,97,36.6,Awake
114,1.35,94,36.8,Sleep Disturbance
75,0.28,96,36.2,REM
85,0.4,94,36.8,Awake
91,1.44,93,36.5,Sleep Disturbance
119,1.47,90,36.7,Sleep Disturbance
79,0.01,100,36.1,Deep Sleep
83,0.15,95,36.2,REM
88,0.1,99,36.1,Light Sleep
78,0.23,98,36.2,REM
99,0.89,98,36.5,Awake
76,0.18,98,36.3,Light Sleep
62,0.01,96,36.1,Deep Sleep
93,0.99,98,36.8,Awake
67,0.01,99,35.9,Deep Sleep
100,0.52,98,36.7,Awake
74,0.19,98,36.1,Light Sleep
104,1.12,90,36.9,Sleep Disturbance
73,0.02,96,36.0,Deep Sleep
64,0.04,97,35.9,Deep Sleep
110,0.42,98,36.8,Awake
92,0.27,95,36.2,REM
75,0.12,95,36.1,Light Sleep
62,0.05,98,35.9,Deep Sleep
96,0.61,96,36.7,Awake
70,0.12,95,36.3,Light Sleep
64,0.02,97,36.2,Deep Sleep
86,0.1,99,36.4,REM
87,0.17,99,36.1,Light Sleep
72,0.11,96,36.1,Light Sleep
77,0.09,97,36.4,Light Sleep
91,1.47,94,36.8,Sleep Disturbance
84,0.19,95,36.4,Light Sleep
93,0.82,98,36.7,Awake
109,0.31,97,36.5,Awake
90,1.04,95,36.7,Sleep Disturbance
95,0.51,94,36.4,Awake
85,0.79,96,36.8,Awake
80,0.04,100,36.1,Deep Sleep
88,0.17,96,36.3,REM
85,0.09,99,36.3,Light Sleep
71,0.18,98,36.3,Light Sleep
91,0.14,97,36.4,REM
77,0.08,95,36.2,Light Sleep
74,0.02,100,35.9,Deep Sleep
64,0.01,98,35.9,Deep Sleep
78,0.05,97,36.3,Light Sleep
63,0.03,97,36.1,Deep Sleep
62,0.01,98,36.1,Deep Sleep
96,0.67,93,36.7,Sleep Disturbance
89,0.25,96,36.2,REM
83,0.18,97,36.4,REM
84,0.26,99,36.4,REM
92,0.95,95,36.6,Awake
89,0.11,97,36.3,REM
120,0.61,92,36.8,Sleep Disturbance
72,0.02,99,35.8,Deep Sleep
84,0.16,98,36.3,REM
112,0.82,95,36.7,Sleep Disturbance
68,0.02,98,36.1,Deep Sleep
79,0.24,99,36.3,REM
83,0.06,95,36.0,Light Sleep
76,0.02,97,36.2,Deep Sleep
95,0.14,98,36.4,REM
66,0.03,100,35.9,Deep Sleep
73,0.06,98,36.2,Light Sleep
86,0.16,99,36.2,Light Sleep
76,0.16,99,36.3,Light Sleep
94,0.24,98,36.2,REM
77,0.23,97,36.5,REM
78,0.24,98,36.3,REM
102,0.99,94,36.8,Awake
91,0.62,96,36.5,Awake
105,0.33,95,36.5,Awake
82,0.18,99,36.0,Light Sleep
72,0.02,100,35.9,Deep Sleep
71,0.02,97,36.1,Deep Sleep
95,0.21,97,36.3,REM
107,0.68,95,36.5,Awake
67,0.04,99,36.2,Deep Sleep
107,0.48,96,36.6,Awake
76,0.06,95,36.1,Light Sleep
78,0.19,97,36.2,REM
90,0.78,90,36.9,Sleep Disturbance
92,0.61,96,36.5,Awake
101,1.02,92,36.5,Sleep Disturbance
104,1.18,95,36.6,Sleep Disturbance
77,0.3,97,36.3,REM
88,0.12,95,36.2,REM
70,0.12,96,36.1,Light Sleep
88,0.18,99,36.1,REM
83,0.09,98,36.2,Light Sleep
100,1.49,94,36.8,Sleep Disturbance
72,0.13,95,36.1,Light Sleep
80,0.2,99,36.3,REM
86,0.15,95,36.1,Light Sleep
100,1.24,92,36.5,Sleep Disturbance
75,0.02,100,35.8,Deep Sleep
78,0.01,98,35.9,Deep Sleep
80,0.02,99,36.0,Deep Sleep
91,0.57,94,36.4,Awake
72,0.09,96,36.1,Light Sleep
71,0.04,96,35.8,Deep Sleep
74,0.09,98,36.0,Light Sleep
90,1.42,95,36.8,Sleep Disturbance
67,0.01,99,36.1,Deep Sleep
94,0.82,95,36.7,Sleep Disturbance
72,0.01,96,36.2,Deep Sleep
76,0.13,96,36.2,REM
83,0.06,98,36.1,Light Sleep
101,0.84,95,37.0,Sleep Disturbance
76,0.16,98,36.1,Light Sleep
94,0.45,96,36.6,Awake
71,0.01,97,35.9,Deep Sleep
99,1.34,92,36.7,Sleep Disturbance
115,1.35,93,36.6,Sleep Disturbance
79,0.06,97,36.2,Light Sleep
87,0.13,95,36.2,Light Sleep
106,0.33,97,36.6,Awake
82,0.3,99,36.1,REM
61,0.0,96,35.9,Deep Sleep
66,0.04,98,36.2,Deep Sleep
85,0.42,98,36.8,Awake
100,1.18,94,37.0,Sleep Disturbance
110,0.42,95,36.7,Awake
93,0.28,98,36.2,REM
60,0.04,98,36.0,Deep Sleep
110,0.88,92,36.9,Sleep Disturbance
87,0.86,96,36.4,Awake
111,0.86,90,36.7,Sleep Disturbance
68,0.05,97,36.0,Deep Sleep
76,0.27,97,36.1,REM
78,0.24,97,36.2,REM
73,0.17,98,36.1,Light Sleep
80,0.02,97,36.0,Deep Sleep
116,1.17,92,36.8,Sleep Disturbance
85,0.14,96,36.1,REM
100,0.88,94,36.7,Sleep Disturbance
115,1.36,90,36.8,Sleep Disturbance
98,0.59,96,36.5,Awake
71,0.03,100,36.0,Deep Sleep
89,0.28,98,36.2,REM
114,0.73,94,36.7,Sleep Disturbance
80,0.28,96,36.4,REM
72,0.0,96,35.9,Deep Sleep
89,0.07,98,36.1,Light Sleep
100,1.27,93,36.7,Sleep Disturbance
85,0.1,96,36.1,Light Sleep
74,0.19,95,36.2,Light Sleep
95,0.97,94,36.6,Awake
105,0.35,96,36.6,Awake
83,0.16,95,36.3,REM
68,0.02,96,35.9,Deep Sleep
71,0.01,99,36.0,Deep Sleep
103,0.91,95,37.0,Sleep Disturbance
77,0.18,95,36.0,Light Sleep
116,0.81,90,36.8,Sleep Disturbance
74,0.02,99,36.1,Deep Sleep
89,0.2,98,36.1,REM
78,0.05,95,36.4,Light Sleep
84,0.1,97,36.1,Light Sleep
91,0.49,96,36.7,Awake
91,1.0,96,36.6,Awake
96,0.64,97,36.7,Awake
81,0.19,98,36.4,REM
85,0.63,96,36.5,Awake
77,0.03,96,36.2,Deep Sleep
94,0.97,95,36.8,Sleep Disturbance
97,0.43,94,36.5,Awake
91,0.84,98,36.8,Awake
70,0.17,98,36.1,Light Sleep
101,0.83,94,36.7,Awake
81,0.15,98,36.4,REM
62,0.01,97,36.0,Deep Sleep
88,0.76,96,36.7,Awake
103,0.46,98,36.8,Awake
75,0.04,99,35.9,Deep Sleep
68,0.02,97,36.2,Deep Sleep
96,1.15,93,36.9,Sleep Disturbance
98,1.14,92,36.8,Sleep Disturbance
87,0.14,95,36.1,REM
93,1.34,93,36.5,Sleep Disturbance
77,0.19,99,36.1,Light Sleep
90,0.76,91,36.8,Sleep Disturbance
93,0.95,95,36.6,Awake
116,1.41,94,36.7,Sleep Disturbance
97,0.53,97,36.8,Awake
78,0.1,99,36.1,Light Sleep
96,1.33,95,36.9,Sleep Disturbance
104,0.89,90,36.5,Sleep Disturbance
89,0.3,97,36.3,REM
100,0.63,94,36.4,Awake
79,0.13,98,36.2,Light Sleep
75,0.01,99,35.9,Deep Sleep
75,0.02,97,36.2,Deep Sleep
75,0.2,97,36.2,REM
84,0.11,98,36.1,REM
80,0.22,99,36.2,REM
103,0.75,95,36.6,Awake
70,0.04,99,35.9,Deep Sleep
88,0.11,95,36.3,Light Sleep
110,1.25,94,36.9,Sleep Disturbance
99,0.62,92,36.8,Sleep Disturbance
70,0.05,99,36.2,Deep Sleep
69,0.05,100,36.0,Deep Sleep
68,0.01,98,36.1,Deep Sleep
76,0.21,96,36.3,REM
66,0.05,100,36.2,Deep Sleep
93,0.22,99,36.3,REM
81,0.09,96,36.1,Light Sleep
87,0.19,98,36.2,REM
81,0.11,98,36.3,Light Sleep
100,0.99,96,36.5,Awake
81,0.15,96,36.4,REM
90,0.56,91,36.6,Sleep Disturbance
106,0.64,95,36.5,Awake
108,0.67,97,36.6,Awake
83,0.09,95,36.3,Light Sleep
89,0.15,97,36.2,Light Sleep
77,0.01,98,35.9,Deep Sleep
90,0.42,96,36.4,Awake
101,0.49,94,36.8,Awake
86,0.46,97,36.6,Awake
82,0.06,96,36.2,Light Sleep
103,1.04,95,36.7,Sleep Disturbance
93,0.12,95,36.1,REM
120,0.67,94,37.0,Sleep Disturbance
90,0.56,98,36.5,Awake
102,0.59,97,36.5,Awake
87,0.45,94,36.7,Awake
70,0.02,100,36.0,Deep Sleep
85,0.21,98,36.2,REM
71,0.05,98,36.0,Deep Sleep
86,0.15,99,36.0,Light Sleep
62,0.04,100,36.1,Deep Sleep
99,0.88,94,36.6,Sleep Disturbance
106,0.87,93,36.8,Sleep Disturbance
91,0.82,98,36.8,Awake
86,0.88,95,36.6,Awake
106,0.34,96,36.6,Awake
109,0.45,97,36.7,Awake
97,0.54,97,36.5,Awake
96,0.92,94,36.8,Awake
67,0.01,98,35.9,Deep Sleep
101,0.96,94,36.5,Awake
69,0.04,100,35.9,Deep Sleep
82,0.14,98,36.2,Light Sleep
100,0.5,96,36.5,Awake
75,0.27,99,36.5,REM
76,0.22,98,36.4,REM
85,0.99,94,36.6,Awake
83,0.21,98,36.3,REM
77,0.18,96,36.2,REM
86,0.07,99,36.2,Light Sleep
88,0.07,98,36.1,Light Sleep
83,0.12,97,36.2,REM
86,0.13,95,36.1,Light Sleep
88,0.38,97,36.6,Awake
64,0.05,98,36.1,Deep Sleep
108,0.79,97,36.5,Awake
89,0.22,98,36.3,REM
84,0.19,97,36.3,Light Sleep
92,0.81,95,36.8,Awake
81,0.17,97,36.4,Light Sleep
91,0.24,99,36.4,REM
77,0.27,98,36.4,REM
83,0.24,96,36.3,REM
99,0.45,94,36.6,Awake
93,0.21,97,36.5,REM
71,0.05,98,35.8,Deep Sleep
89,0.84,94,36.5,Awake
110,0.58,97,36.7,Awake
99,1.3,94,36.8,Sleep Disturbance
103,0.62,98,36.6,Awake
109,0.73,93,37.0,Sleep Disturbance
106,0.57,95,36.6,Awake
91,0.13,97,36.5,REM
90,0.17,97,36.4,REM
100,0.5,98,36.6,Awake
67,0.03,100,36.0,Deep Sleep
90,0.07,96,36.2,Light Sleep
71,0.06,95,36.1,Light Sleep
91,0.27,95,36.5,REM
102,0.86,98,36.8,Awake
80,0.16,97,36.4,REM
87,0.91,96,36.7,Awake
104,1.07,94,36.7,Sleep Disturbance
116,0.94,94,36.9,Sleep Disturbance
75,0.0,100,35.9,Deep Sleep
86,0.23,97,36.3,REM
68,0.03,97,35.9,Deep Sleep
118,0.65,93,36.8,Sleep Disturbance
77,0.04,100,35.9,Deep Sleep
100,0.43,98,36.7,Awake
82,0.19,97,36.1,Light Sleep
82,0.1,97,36.2,REM
77,0.26,96,36.5,REM
89,0.11,96,36.3,REM
108,0.8,94,36.6,Awake
69,0.01,99,35.9,Deep Sleep
97,1.06,95,36.8,Sleep Disturbance
80,0.09,98,36.2,Light Sleep
84,0.12,95,36.4,REM
101,0.69,95,36.7,Awake
96,0.82,98,36.6,Awake
91,0.2,99,36.3,REM
76,0.19,99,36.4,REM
91,1.44,92,36.7,Sleep Disturbance
96,0.81,98,36.6,Awake
101,0.47,95,36.6,Awake
65,0.04,99,36.1,Deep Sleep
84,0.28,96,36.3,REM
72,0.15,99,36.3,Light Sleep
114,1.18,94,37.0,Sleep Disturbance
67,0.04,99,36.1,Deep Sleep
67,0.03,99,36.2,Deep Sleep
90,1.11,90,36.8,Sleep Disturbance
120,0.66,91,36.7,Sleep Disturbance
66,0.05,97,35.9,Deep Sleep
119,0.69,92,36.7,Sleep Disturbance
94,0.26,95,36.1,REM
99,0.89,91,36.7,Sleep Disturbance
110,0.89,95,36.6,Awake
85,0.11,95,36.1,Light Sleep
91,0.18,97,36.4,REM
90,0.52,94,36.4,Awake
111,0.75,91,36.6,Sleep Disturbance
73,0.06,99,36.1,Light Sleep
66,0.05,97,36.0,Deep Sleep
87,0.27,98,36.1,REM
95,0.86,94,36.6,Awake
107,1.0,97,36.6,Awake
110,1.3,95,36.9,Sleep Disturbance
81,0.11,99,36.1,Light Sleep
66,0.01,97,36.2,Deep Sleep
64,0.02,97,36.0,Deep Sleep
89,0.25,95,36.3,REM
76,0.01,97,36.1,Deep Sleep
93,0.31,95,36.6,Awake
78,0.11,96,36.4,REM
77,0.05,98,36.1,Light Sleep
109,0.39,96,36.6,Awake
61,0.0,97,36.1,Deep Sleep
70,0.05,98,36.1,Deep Sleep
83,0.07,99,36.4,Light Sleep
102,0.63,98,36.6,Awake
90,0.44,97,36.6,Awake
87,0.27,96,36.5,REM
86,0.69,96,36.6,Awake
91,0.91,98,36.7,Awake
95,0.81,96,36.6,Awake
78,0.06,95,36.4,Light Sleep
75,0.17,97,36.2,REM
81,0.2,95,36.3,REM
62,0.0,97,36.0,Deep Sleep
91,0.7,97,36.4,Awake
86,0.19,95,36.3,Light Sleep
71,0.13,97,36.2,Light Sleep
108,0.41,96,36.6,Awake
90,1.27,91,36.8,Sleep Disturbance
87,0.26,96,36.2,REM
63,0.02,97,35.9,Deep Sleep
108,0.87,97,36.6,Awake
95,1.4,91,36.8,Sleep Disturbance
88,0.28,96,36.2,REM
74,0.03,100,35.9,Deep Sleep
93,0.77,94,36.7,Awake
100,1.48,90,37.0,Sleep Disturbance
97,0.55,91,36.6,Sleep Disturbance
79,0.08,97,36.4,Light Sleep
72,0.07,95,36.1,Light Sleep
112,1.04,91,36.6,Sleep Disturbance
77,0.14,98,36.0,Light Sleep
117,0.83,90,36.7,Sleep Disturbance
82,0.23,99,36.4,REM
73,0.07,96,36.1,Light Sleep
72,0.02,97,36.2,Deep Sleep
85,0.57,95,36.6,Awake
92,0.18,99,36.4,REM
92,0.25,99,36.4,REM
85,0.12,96,36.3,REM
67,0.04,100,36.1,Deep Sleep
107,0.4,97,36.5,Awake
112,1.25,90,36.9,Sleep Disturbance
73,0.09,96,36.2,Light Sleep
60,0.03,98,36.2,Deep Sleep
78,0.28,95,36.2,REM
62,0.03,99,36.1,Deep Sleep
61,0.03,98,36.1,Deep Sleep
92,0.72,95,36.4,Awake
75,0.03,98,36.0,Deep Sleep
78,0.03,96,35.8,Deep Sleep
64,0.03,97,36.0,Deep Sleep
87,0.35,95,36.5,Awake
71,0.15,96,36.1,Light Sleep
119,0.65,93,36.7,Sleep Disturbance
107,0.91,90,36.5,Sleep Disturbance
103,0.95,98,36.8,Awake
113,0.91,94,37.0,Sleep Disturbance
75,0.18,98,36.0,Light Sleep
76,0.2,95,36.2,REM
78,0.25,97,36.4,REM
90,0.23,98,36.2,REM
115,0.64,93,36.6,Sleep Disturbance
98,0.94,91,36.6,Sleep Disturbance
76,0.23,98,36.2,REM
93,0.17,99,36.3,REM
84,0.15,97,36.1,Light Sleep
104,0.53,98,36.8,Awake
76,0.04,97,36.0,Deep Sleep
87,0.12,98,36.3,Light Sleep
88,0.4,98,36.5,Awake
70,0.16,99,36.4,Light Sleep
99,0.8,93,36.7,Sleep Disturbance
77,0.02,96,36.0,Deep Sleep
78,0.18,96,36.2,REM
102,0.76,96,36.5,Awake
109,1.42,94,36.8,Sleep Disturbance
117,0.98,93,36.9,Sleep Disturbance
92,0.98,91,36.9,Sleep Disturbance
86,0.17,99,36.3,REM
98,0.6,96,36.8,Awake
67,0.03,99,35.9,Deep Sleep
116,0.72,91,36.8,Sleep Disturbance
79,0.15,99,36.4,Light Sleep
98,1.41,91,36.7,Sleep Disturbance
100,0.45,96,36.5,Awake
79,0.01,99,36.0,Deep Sleep
84,0.25,96,36.2,REM
80,0.04,98,35.9,Deep Sleep
88,0.62,96,36.6,Awake
75,0.16,97,36.4,Light Sleep
62,0.0,97,36.1,Deep Sleep
107,0.41,98,36.5,Awake
107,0.43,96,36.7,Awake
86,0.23,96,36.3,REM
100,0.49,98,36.5,Awake
98,0.98,90,36.9,Sleep Disturbance
91,0.12,98,36.2,REM
110,1.24,90,36.5,Sleep Disturbance
78,0.17,99,36.3,REM
104,0.4,98,36.6,Awake
97,0.73,94,36.6,Sleep Disturbance
84,0.22,95,36.4,REM
103,0.46,94,36.4,Awake
83,0.21,99,36.3,REM
87,0.22,98,36.2,REM
105,0.4,95,36.5,Awake
88,0.18,97,36.4,Light Sleep
67,0.01,96,35.9,Deep Sleep
72,0.04,100,35.8,Deep Sleep
88,0.15,98,36.4,Light Sleep
106,0.76,95,36.7,Awake
85,0.25,97,36.3,REM
90,0.78,94,36.4,Awake
78,0.27,95,36.1,REM
100,0.62,95,36.5,Awake
77,0.1,99,36.4,REM
107,1.19,92,36.7,Sleep Disturbance
120,0.61,91,36.6,Sleep Disturbance
89,0.27,99,36.3,REM
77,0.14,95,36.1,Light Sleep
72,0.03,99,36.1,Deep Sleep
86,0.05,95,36.0,Light Sleep
84,0.28,95,36.2,REM
94,0.25,99,36.4,REM
105,0.96,91,36.7,Sleep Disturbance
102,1.45,95,36.9,Sleep Disturbance
60,0.03,99,35.9,Deep Sleep
102,0.8,95,36.5,Awake
111,1.35,91,36.9,Sleep Disturbance
89,0.28,97,36.2,REM
67,0.01,96,35.8,Deep Sleep
102,0.73,90,36.8,Sleep Disturbance
95,1.45,92,36.5,Sleep Disturbance
83,0.13,97,36.4,REM
80,0.26,96,36.4,REM
84,0.08,99,36.4,Light Sleep
79,0.21,97,36.3,REM
72,0.16,99,36.3,Light Sleep
76,0.08,96,36.3,Light Sleep
97,0.97,94,36.7,Awake
87,0.93,98,36.8,Awake
74,0.07,95,36.2,Light Sleep
81,0.12,97,36.2,REM
75,0.18,96,36.1,REM
68,0.0,97,36.1,Deep Sleep
88,0.14,99,36.2,REM
68,0.01,99,36.2,Deep Sleep
72,0.14,96,36.4,Light Sleep
83,0.12,98,36.4,Light Sleep
75,0.15,96,36.3,Light Sleep
77,0.1,96,36.2,REM
93,0.86,91,37.0,Sleep Disturbance
110,0.36,98,36.4,Awake
77,0.01,96,35.8,Deep Sleep
105,0.54,96,36.7,Awake
98,0.36,94,36.6,Awake
60,0.01,96,35.9,Deep Sleep
90,0.29,98,36.4,REM
88,0.38,94,36.6,Awake
76,0.0,96,35.9,Deep Sleep
82,0.07,95,36.4,Light Sleep
83,0.15,98,36.1,Light Sleep
111,1.26,95,36.8,Sleep Disturbance
98,1.45,92,36.9,Sleep Disturbance
67,0.03,99,35.8,Deep Sleep
96,0.54,98,36.5,Awake
120,0.78,94,36.8,Sleep Disturbance
86,0.16,96,36.3,Light Sleep
104,1.33,91,36.5,Sleep Disturbance
80,0.11,97,36.3,Light Sleep
86,0.29,97,36.4,REM
78,0.29,96,36.5,REM
79,0.25,97,36.4,REM
96,0.76,94,36.6,Awake
65,0.03,97,36.1,Deep Sleep
90,0.14,97,36.1,Light Sleep
89,0.12,98,36.3,REM
90,0.53,93,37.0,Sleep Disturbance
89,0.24,99,36.3,REM
75,0.15,98,36.3,REM
70,0.06,95,36.2,Light Sleep
94,0.29,98,36.3,REM
92,0.14,99,36.4,REM
72,0.2,97,36.0,Light Sleep
95,0.99,97,36.7,Awake
68,0.04,97,35.9,Deep Sleep
61,0.01,97,36.1,Deep Sleep
91,0.7,96,36.5,Awake
97,1.45,94,36.6,Sleep Disturbance
93,0.24,98,36.5,REM
98,0.76,95,36.7,Sleep Disturbance
71,0.08,96,36.3,Light Sleep
82,0.13,97,36.4,REM
114,1.4,91,36.9,Sleep Disturbance
105,1.14,90,36.7,Sleep Disturbance
82,0.17,99,36.2,Light Sleep
97,0.69,97,36.7,Awake
100,0.66,94,36.6,Awake
90,0.09,98,36.2,Light Sleep
107,0.37,97,36.6,Awake
83,0.25,99,36.1,REM
91,0.23,95,36.2,REM
90,0.47,96,36.7,Awake
105,0.85,98,36.5,Awake
73,0.16,97,36.2,Light Sleep
98,0.98,98,36.4,Awake
76,0.1,99,36.1,Light Sleep
84,0.24,98,36.3,REM
98,0.73,90,36.8,Sleep Disturbance
76,0.06,98,36.2,Light Sleep
103,0.52,97,36.4,Awake
82,0.14,99,36.2,Light Sleep
78,0.03,100,36.0,Deep Sleep
77,0.26,99,36.2,REM
88,0.05,96,36.1,Light Sleep
95,1.32,91,36.7,Sleep Disturbance
87,0.46,96,36.5,Awake
67,0.05,97,36.0,Deep Sleep
83,0.27,96,36.3,REM
79,0.12,98,36.1,Light Sleep
87,0.71,96,36.7,Awake
84,0.07,98,36.1,Light Sleep
73,0.01,97,36.1,Deep Sleep
78,0.13,95,36.4,REM
98,0.69,97,36.5,Awake
67,0.01,100,36.0,Deep Sleep
69,0.02,98,35.8,Deep Sleep
62,0.03,96,35.8,Deep Sleep
106,0.59,91,37.0,Sleep Disturbance
73,0.02,97,35.8,Deep Sleep
99,1.12,95,36.8,Sleep Disturbance
64,0.03,98,36.0,Deep Sleep
82,0.06,97,36.3,Light Sleep
88,0.19,98,36.4,REM
105,1.41,92,36.8,Sleep Disturbance
110,0.86,92,36.6,Sleep Disturbance
106,1.0,93,36.9,Sleep Disturbance
80,0.17,97,36.3,REM
78,0.04,98,35.8,Deep Sleep
107,0.77,91,36.9,Sleep Disturbance
83,0.15,97,36.2,REM
91,1.38,94,36.9,Sleep Disturbance
61,0.02,96,36.0,Deep Sleep
95,0.29,98,36.2,REM
85,0.38,98,36.6,Awake
105,0.78,97,36.6,Awake
98,0.79,94,36.6,Awake
92,0.6,95,36.6,Awake
85,0.2,96,36.5,REM
103,0.5,97,36.6,Awake
113,0.92,91,36.9,Sleep Disturbance
65,0.04,96,36.1,Deep Sleep
93,0.18,95,36.3,REM
85,0.28,98,36.3,REM
88,0.23,96,36.3,REM
65,0.0,99,35.9,Deep Sleep
90,0.09,99,36.2,Light Sleep
86,0.15,97,36.4,REM
80,0.1,98,36.2,Light Sleep
75,0.06,95,36.1,Light Sleep
85,0.11,95,36.3,Light Sleep
91,0.19,98,36.1,REM
107,0.64,95,36.6,Awake
86,0.9,96,36.7,Awake
103,0.62,94,36.8,Awake
60,0.04,99,36.2,Deep Sleep
61,0.04,98,36.1,Deep Sleep
76,0.11,95,36.0,Light Sleep
94,0.2,96,36.5,REM
65,0.0,96,35.8,Deep Sleep
89,0.1,99,36.2,REM
99,0.97,94,36.6,Sleep Disturbance
108,0.78,98,36.8,Awake
107,0.95,98,36.8,Awake
117,0.78,90,36.7,Sleep Disturbance
95,0.17,95,36.5,REM
109,0.86,94,36.9,Sleep Disturbance
110,0.9,96,36.5,Awake
76,0.18,95,36.3,Light Sleep
75,0.26,97,36.3,REM
99,0.43,98,36.6,Awake
78,0.13,98,36.1,Light Sleep
77,0.13,98,36.4,REM
98,0.78,95,36.6,Awake
90,1.39,92,36.9,Sleep Disturbance
67,0.03,96,36.1,Deep Sleep
95,0.14,98,36.3,REM
66,0.0,99,35.9,Deep Sleep
86,0.18,95,36.4,Light Sleep
75,0.13,98,36.2,REM
90,0.19,97,36.3,REM
103,0.51,97,36.4,Awake
90,0.9,97,36.7,Awake
90,1.0,96,36.7,Awake
97,0.91,91,36.5,Sleep Disturbance
63,0.01,96,36.0,Deep Sleep
80,0.04,100,36.1,Deep Sleep
61,0.04,99,36.2,Deep Sleep
110,0.43,97,36.5,Awake
77,0.13,95,36.3,Light Sleep
74,0.01,100,35.9,Deep Sleep
92,0.17,99,36.1,REM
89,0.89,95,36.5,Awake
79,0.08,96,36.0,Light Sleep
72,0.15,98,36.2,Light Sleep
80,0.04,99,36.0,Deep Sleep
78,0.21,99,36.1,REM
60,0.01,99,36.0,Deep Sleep
109,0.76,96,36.6,Awake
87,0.15,95,36.2,REM
72,0.01,96,36.0,Deep Sleep
118,0.95,91,36.7,Sleep Disturbance
